,product,price_coefficient,product_desc
2155,721632,-0.05709296805699758,"Iron or non-alloy steel: I sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more"
3159,290944,-0.057683158625511155,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives: monoalkylethers of ethylene glycol or of diethylene glycol n.e.c. in heading no. 2909"
3791,961390,-0.058102759271854966,"Lighters: parts for cigarette lighters and other lighters, whether or not mechanical or electrical, other than flints and wicks"
918,846792,-0.058361875437546985,"Tools: for working in the hand, parts of pneumatic tools"
4680,870350,-0.05863085323375617,"Vehicles: with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, incapable of being charged by plugging to external source of electric power"
1590,910599,-0.0588568259602723,"Clocks: (excluding those with watch movements and instrument panel clocks), other than alarm or wall clocks, other than electrically operated"
583,960310,-0.05886938772178606,"Brooms and brushes: consisting of twigs or other vegetable materials bound together, with or without handles"
1434,870510,-0.05904554890754192,Vehicles: crane lorries
1579,841360,-0.05905561211662003,"Pumps: rotary positive displacement pumps, n.e.c. in heading no. 8413, for liquids"
1810,851829,-0.05906072604100233,Loudspeakers: not mounted in their enclosures
683,701090,-0.059081934248580596,"Glass: carboys, bottles, flasks, jars, pots, phials and other containers of glass, (not ampoules), used for the conveyance or packing of goods"
2913,842531,-0.059433291147629706,Winches: capstans: powered by an electric motor
1764,820210,-0.0596247831817105,"Tools, hand: hand saws"
91,420232,-0.0596743931880497,"Cases and containers: of a kind normally carried in the pocket or in the handbag, with outer surface of sheeting of plastics or of textile materials"
1744,350790,-0.060102363283807025,Enzymes and prepared enzymes: other than rennet and concentrates thereof
3424,110900,-0.060108876554679766,Wheat gluten: whether or not dried
1970,680423,-0.06016784756288792,"Millstones, grindstones, grinding wheels and the like: of natural stone"
1131,732394,-0.060690958050132436,"Iron (excluding cast) or steel: table, kitchen and other household articles and parts thereof, enamelled"
4900,283531,-0.06095807009841678,"Polyphosphates: sodium triphosphate (sodium tripolyphosphate), whether or not chemically defined"
1414,870321,-0.061894251904382726,"Vehicles: with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc"
284,846799,-0.06226348602349432,"Tools: for working in the hand, parts thereof for other than chain saws and pneumatic tools"
1931,390110,-0.06228849557694635,"Ethylene polymers: in primary forms, polyethylene having a specific gravity of less than 0.94"
3286,590110,-0.062391759347978325,"Textile fabrics: coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like"
1126,570320,-0.06260808779677324,"Carpets and other textile floor coverings: tufted, of nylon or other polyamides, whether or not made up"
182,640520,-0.06282777653086213,"Footwear: with uppers of textile materials, n.e.c. in chapter 64"
4039,721114,-0.06290704089844824,"Iron or non-alloy steel: flat-rolled, hot-rolled, of a width less than 600mm, 4.75mm thick or more, excluding those of item no. 7211.13"
1100,848320,-0.06305496606168416,"Bearing housings, incorporating ball or roller bearings"
2471,810295,-0.06316401600094115,"Molybdenum: bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil"
127,611596,-0.06318857120647411,"Hosiery and footwear: without applied soles, of synthetic fibres, knitted or crocheted (excluding graduated compression hosiery, panty hose, tights, full or knee-length hosiery measuring per single yarn less than 67 decitex)"
3838,930510,-0.06331373654937231,"Firearms: parts and accessories, of revolvers or pistols"
1284,853321,-0.06349626704761573,"Electrical resistors: fixed, for a power handling capacity not exceeding 20W (including rheostats and potentiometers but excluding heating resistors and carbon resistors)"
145,620463,-0.06358781904687057,"Trousers, bib and brace overalls, breeches and shorts: women's or girls', of synthetic fibres (not knitted or crocheted)"
4648,410691,-0.06364763060679199,"Tanned or crust hides and skins: of animals other than equine, ovine, bovine, goats or kids, swine and reptiles, without wool or hair on, whether or not split, but not further prepared, in the wet state (including wet blue)"
4455,580137,-0.06396182663109032,"Fabrics: woven pile, of man-made fibres, warp pile fabrics, other than fabrics of heading no. 5802 or 5806"
368,870840,-0.06401203371647476,Vehicle parts: gear boxes and parts thereof
4460,551611,-0.06432296998298949,"Fabrics, woven: unbleached or bleached, containing 85% or more by weight of artificial staple fibres"
4792,60313,-0.06453697727849525,"Flowers, cut: orchids, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh"
2978,950632,-0.06487600361059112,Golf balls
1719,392210,-0.06515900997035652,"Plastics: baths, shower-baths, sinks and wash-basins"
4975,290544,-0.06519395809203103,"Alcohols: polyhydric, d-glucitol (sorbitol)"
1721,761610,-0.06531660620704109,"Aluminium: nails, tacks, staples (other than those of heading no. 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles"
805,910212,-0.06547630308206046,"Wrist-watches: electrically operated, with or without a stop-watch, (other than those of heading no. 9101) with opto-electronic display only"
1600,60290,-0.0655445459263019,"Plants, live: n.e.c. in heading no. 0602"
1505,940120,-0.06583171390227448,Seats: of a kind used for motor vehicles
137,620349,-0.06619042643853884,"Trousers, bib and brace overalls, breeches and shorts: men's or boys', of textile materials (other than wool, fine animal hair, cotton or synthetic fibres), (not knitted or crocheted)"
4044,722790,-0.06630421804079922,"Steel, alloy: bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7227"
2754,381800,-0.06644904673665866,"Chemical elements: doped for use in electronics, in the form of discs, wafers or similar forms: chemical compounds doped for use in electronics"
827,190531,-0.0667480771359282,"Food preparations: sweet biscuits, whether or not containing cocoa"
3678,382569,-0.06676325468747558,"Residual products of the chemical or allied industries, not elsewhere specified or included: (other than sewage sludge, municipal waste or waste covered by 27.10): other wastes n.e.c. in 3825: except those mainly containing organic constituents"
2106,441840,-0.06712131395271337,Wood: shuttering for concrete constructional work
2910,842112,-0.06714181977179222,Centrifuges: clothes-dryers
4122,382479,-0.06728795293255603,"Mixtures containing halogenated derivatives of methane, ethane or propane: n.e.c. in item no. 3827.7"
443,392590,-0.06732150562010181,"Plastics: builders' ware, n.e.c. or included in heading no. 3925"
5030,810600,-0.0677437249863988,"Bismuth: articles thereof, including waste and scrap"
2649,271312,-0.06774982335882393,"Petroleum coke: calcined, obtained from bituminous minerals"
296,841330,-0.06777772179049175,"Pumps: fuel, lubricating or cooling medium pumps for internal combustion piston engines"
81,330510,-0.06782930915217453,Hair preparations: shampoos
968,842542,-0.06800223643102465,"Jacks and hoists: hydraulic, of a kind used for raising vehicles"
2953,870195,-0.06804209510472006,Tractors: n.e.c. in heading no 8701 (other than tractors of heading no 8709): of an engine power exceeding 130kW
371,900290,-0.06806286554425485,"Optical elements: n.e.c. in heading no. 9002 (e.g. prisms and mirrors), mounted, being parts or fittings for instruments or apparatus, of any material (excluding elements of glass not optically worked)"
3896,291570,-0.06821203836495918,"Acids: saturated acyclic monocarboxylic acids: palmitic acid, stearic acid, their salts and esters"
553,870894,-0.06826241570204789,"Vehicle parts: steering wheels, steering columns and steering boxes: parts thereof"
2362,700319,-0.06848355997181339,"Glass: cast glass and rolled glass, non-wired sheets, (excluding those coloured throughout the mass (body tinted) opacified, flashed or having an absorbent or reflecting layer)"
794,843820,-0.06867932870637933,"Machinery: industrial, for the manufacture of confectionery, cocoa or chocolate"
470,621149,-0.06869598358954236,"Track suits and other garments n.e.c.: women's or girls', of textile materials n.e.c. in item no. 6211.4 (not knitted or crocheted)"
2749,846190,-0.06878339603772092,"Machine-tools: planing machines, and other machine-tools n.e.c. in heading no. 8461: working by removing metal, sinistered metal carbides or cerments."
218,900691,-0.0690518476743574,"Cameras, photographic (excluding cinematographic): parts and accessories"
515,841480,-0.06911042554129818,"Pumps and compressors: for air, vacuum or gas, n.e.c. in heading no. 8414"
987,420239,-0.06918442449978868,"Cases and containers: of a kind normally carried in the pocket or in the handbag, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper"
327,854470,-0.06947792808389097,Insulated electric conductors: optical fibre cables
151,620690,-0.06949450832919202,"Blouses, shirts and shirt-blouses: women's or girls', of textile materials n.e.c. in heading no. 6206 (not knitted or crocheted)"
1791,260111,-0.07007300400955939,Iron ores and concentrates: non-agglomerated
3237,160411,-0.0701294725926144,"Fish preparations: salmon, prepared or preserved, whole or in pieces (but not minced)"
3523,293190,-0.07013300377530511,"Organo-inorganic compounds: other than tetramethyl lead, tetraethyl lead, tributyltin compounds, and other organo-phosphorus derivatives"
485,691200,-0.0704256742317916,"Ceramic tableware, kitchenware, other household articles and toilet articles: other than of porcelain or china"
2294,441192,-0.07078975242144221,"Fibreboard (other than MDF) of a density exceeding 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances"
2955,731590,-0.07082336234279163,"Chain: parts n.e.c. in heading no. 7315, of iron or steel"
287,853890,-0.0709473765879463,"Electrical apparatus: parts suitable for use solely or principally with the apparatus of heading no. 8535, 8536 or 8537"
3133,51110,-0.07119595378271362,Animal products: bovine semen
2170,760719,-0.07162933785388492,"Aluminium: foil, (not backed), of a thickness not exceeding 0.2mm, not rolled"
489,711590,-0.071749101082583,"Metal: precious or metal clad with precious metal, other than that of item no. 7115.10"
